Data Caixa,CodO,Credito,CodD,Debito,Extrato, Valor 
4-May-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-FREVO -02/05,75
4-May-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-PANIFICADOR-02/05,15.2
4-May-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-PANIFICADOR-04/05,21.85
4-May-15,10103,Conta Corrente Itau,40206,Cafes,RSHOP-STAR075 BAN-02/05,10
5-May-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-PANIFICADOR-05/05,35.13
5-May-15,10103,Conta Corrente Itau,40702,Taxas Bancarias,TAR PACOTE 4 MENS 04/15,40
6-May-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-AUTO POSTO -06/05,9.75
6-May-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-ESTACIONAME-06/05,15
6-May-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-LCH CONVENI-07/05,8.5
6-May-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-POSTO DE SE-07/05,50
7-May-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-DUQUE REBOU-07/05,10.75
7-May-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-ESTACIONAME-07/05,17
7-May-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-HORTISABOR -07/05,38.4
7-May-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-VIANNA BAR -07/05,46
8-May-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-PANIFICADOR-08/05,25.2
11-May-15,10103,Conta Corrente Itau,10105,Aplicaoes Automaticas Itau,APL APLIC AUT MAIS,2719.17
11-May-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-AUTO POSTO -09/05,7.25
11-May-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-AUTO POSTO -10/05,10.75
11-May-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-AUTO POSTO -10/05,50
11-May-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-CIA HERING -11/05,13
11-May-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-LCH CONVENI-09/05,12.5
11-May-15,10103,Conta Corrente Itau,40205,Almocos e Jantares,RSHOP-MODI GASTRO-09/05,100
11-May-15,10103,Conta Corrente Itau,40504,Balada,RSHOP-MORFEUS CLU-09/05,46
11-May-15,10103,Conta Corrente Itau,40504,Balada,RSHOP-NEU BAR -09/05,15
11-May-15,10103,Conta Corrente Itau,40504,Balada,RSHOP-NEU BAR -09/05,20
11-May-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-POSTO SERV -09/05,50
11-May-15,10103,Conta Corrente Itau,40205,Almocos e Jantares,RSHOP-R13 IBIRAPU-11/05,71
11-May-15,10103,Conta Corrente Itau,10101,Carteira,SAQUE 24H 09147034 09/05,200
11-May-15,30101,Salario,10103,Conta Corrente Itau,TBI 445403121-4 C/C,4000.00
12-May-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-ESTACIONAME-12/05,25
12-May-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-VIOLETA -12/05,29.48
13-May-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,210.38
13-May-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-AUTO POSTO -13/05,60
13-May-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-MERS NEGO-13/05,100
13-May-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-MERS NEGO-14/05,100
13-May-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-PANIFICADOR-13/05,11.7
13-May-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-PANIFICADOR-13/05,24.2
14-May-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,125.05
14-May-15,10103,Conta Corrente Itau,40504,Balada,RSHOP-BAR SECRETO-14/05,20
14-May-15,10103,Conta Corrente Itau,40504,Balada,RSHOP-BAR SECRETO-14/05,25.3
14-May-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-ESTACIONAME-14/05,25
14-May-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-HORTISABOR -14/05,21.35
14-May-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-HORTISABOR -14/05,33.4
15-May-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,172.75
15-May-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-ARMAZEN -16/05,40
15-May-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-AUTO POSTO -15/05,9.25
15-May-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-AUTO POSTO -15/05,50
15-May-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-ESTACIONAME-15/05,20
15-May-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-UNIVERSIDAD-15/05,53.5
18-May-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,325.32
18-May-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-AUTO POSTO -16/05,69.74
18-May-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-AUTO POSTO -18/05,12.75
18-May-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-B W BAR E L-18/05,17
18-May-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-BAR DA DIDA-17/05,26
18-May-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-LANC MINIST-17/05,60
18-May-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-LANCH REST -17/05,37
18-May-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-PANIFICADOR-16/05,15.9
18-May-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-PANIFICADOR-18/05,26.93
18-May-15,10103,Conta Corrente Itau,40504,Balada,RSHOP-TRACKERS - -16/05,60
19-May-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,100.8
19-May-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-ESTACIONAME-19/05,20
19-May-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-FRANKLIN PE-19/05,30.9
19-May-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-MATEUS DA C-19/05,25.7
19-May-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-VIOLETA -19/05,24.2
20-May-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,13.43
20-May-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-AUTO POSTO -20/05,7.25
20-May-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-PANIFICADOR-20/05,6.18
21-May-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,242.15
21-May-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-AUTO POSTO -21/05,70.25
21-May-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-ESTACIONAME-21/05,25
21-May-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-HORTISABOR -21/05,34.4
21-May-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-MERCEARIA S-22/05,36
21-May-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-PITICO SAND-21/05,31
21-May-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-PITICO SAND-21/05,45.5
22-May-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,75.22
22-May-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-D ESTILO RE-22/05,14.25
22-May-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-ESTAPAR OTH-22/05,24
22-May-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-JJ GOURMET -22/05,17.48
22-May-15,10103,Conta Corrente Itau,40206,Cafes,RSHOP-STAR075 BAN-22/05,14.5
22-May-15,10103,Conta Corrente Itau,40702,Taxas Bancarias,SEGURO CARTAO,4.99
25-May-15,10103,Conta Corrente Itau,10105,Aplicaoes Automaticas Itau,APL APLIC AUT MAIS,601.71
25-May-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-AUTO POSTO -24/05,68.75
25-May-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-BAR GARAGE -25/05,16
25-May-15,10103,Conta Corrente Itau,40501,Festas. Shows & Eventos,RSHOP-CLASH CLUB -25/05,37
25-May-15,10103,Conta Corrente Itau,40501,Festas. Shows & Eventos,RSHOP-CLASH CLUB -25/05,50
25-May-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-KALUNGA REB-23/05,4.4
25-May-15,10103,Conta Corrente Itau,40201,Supermercado,RSHOP-PAO DE ACUC-23/05,35.14
25-May-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-RML- PARK -25/05,20
25-May-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-WARM COM DE-23/05,27
25-May-15,20301,Divida com Amauri,10103,Conta Corrente Itau,TBI 445403121-4caio,1000.00
26-May-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-AUTO POSTO -26/05,7.25
26-May-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-ESTACIONAME-26/05,25
26-May-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-KOPENHAGEN -26/05,8.5
26-May-15,10103,Conta Corrente Itau,40205,Almocos e Jantares,RSHOP-ORIGINAL BU-26/05,54.23
26-May-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-VIOLETA -26/05,25.27
27-May-15,10103,Conta Corrente Itau,30301,Rendimento de Poupanca e Aplicacao,REND PAGO APLIC AUT MAIS,0.01
27-May-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,97.89
27-May-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-BAR E EMPOR-27/05,57.15
27-May-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-BOLADOS -27/05,20.5
27-May-15,10103,Conta Corrente Itau,40206,Cafes,RSHOP-CENTRO AUTO-27/05,10
27-May-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-POSTO GIRAS-28/05,30
28-May-15,40701,Juros,10103,Conta Corrente Itau,EST LIS/JUROS,10.56
28-May-15,10103,Conta Corrente Itau,40701,Juros,LIS/JUROS,10.12
28-May-15,10103,Conta Corrente Itau,40701,Juros,LIS/JUROS,10.56
28-May-15,10103,Conta Corrente Itau,30301,Rendimento de Poupanca e Aplicacao,REND PAGO APLIC AUT MAIS,0.01
28-May-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,103.11
28-May-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-ARPEGE BAR -28/05,13
28-May-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-ARPEGE BAR -29/05,50
28-May-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-ESTACIONAME-28/05,30
29-May-15,10103,Conta Corrente Itau,30301,Rendimento de Poupanca e Aplicacao,REND PAGO APLIC AUT MAIS,0.01
29-May-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,124.89
29-May-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-CASA DO PAO-29/05,11.9
29-May-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-DUQUE BANDE-29/05,17.05
29-May-15,10103,Conta Corrente Itau,40205,Almocos e Jantares,RSHOP-DUQUE BANDE-29/05,50
29-May-15,10103,Conta Corrente Itau,40205,Almocos e Jantares,RSHOP-GALETO CAST-29/05,43.95
29-May-15,10103,Conta Corrente Itau,40702,Taxas Bancarias,SEGURO LIS ITAU 15050,2
1-Jun-15,10103,Conta Corrente Itau,10101,Carteira,CXE 003368 SAQUE,100
1-Jun-15,10103,Conta Corrente Itau,40701,Juros,IOF,2.28
1-Jun-15,10103,Conta Corrente Itau,30301,Rendimento de Poupanca e Aplicacao,REND PAGO APLIC AUT MAIS,0.06
1-Jun-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,728.79
1-Jun-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-AUTO POSTO -31/05,9.74
1-Jun-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-CAFE E BAR -30/05,10
1-Jun-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-CAFE E BAR -30/05,35.75
1-Jun-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-CAFE E BAR -30/05,46.48
1-Jun-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-ESTACIONAME-01/06,25
1-Jun-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-GIUSTA PIZZ-30/05,253
1-Jun-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-HORTISABOR -01/06,28.9
1-Jun-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-JOAO DE ARA-30/05,20
1-Jun-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-JOAO PAULO -30/05,53
1-Jun-15,10103,Conta Corrente Itau,40201,Supermercado,RSHOP-PAO DE ACUC-31/05,69.7
1-Jun-15,10103,Conta Corrente Itau,40101,Aluguel,TBI 041366668-6 tokpag,75
1-Jun-15,10101,Carteira,40705,Outras Despesas,,50
1-Jun-15,30200,Presentes da Familia,10402,Previdencia Privada,,430
2-Jun-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,59.9
2-Jun-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-HORTISABOR -02/06,19.9
2-Jun-15,10103,Conta Corrente Itau,40702,Taxas Bancarias,TAR PACOTE 4 MENS 05/15,40
3-Jun-15,10103,Conta Corrente Itau,30301,Rendimento de Poupanca e Aplicacao,REND PAGO APLIC AUT MAIS,0.03
3-Jun-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,181.7
3-Jun-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-AUTO POSTO -03/06,50.05
3-Jun-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-ESTACIONAME-03/06,25
3-Jun-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-FEIJAO DO N-03/06,14
3-Jun-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-RASCAL -03/06,92.67
5-Jun-15,10103,Conta Corrente Itau,10101,Carteira,CXE 000737 SAQUE,150
5-Jun-15,10103,Conta Corrente Itau,30301,Rendimento de Poupanca e Aplicacao,REND PAGO APLIC AUT MAIS,0.03
5-Jun-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,626.89
5-Jun-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-AUTO POSTO -05/06,6.5
5-Jun-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-AUTO POSTO -05/06,11.15
5-Jun-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-AUTO POSTO -05/06,105
5-Jun-15,10103,Conta Corrente Itau,40401,Farmacia,RSHOP-DEMAISFARMA-04/06,35.13
5-Jun-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-ESPACO METR-04/06,14
5-Jun-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-MANDIBULA B-05/06,24
5-Jun-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-MAX LJ DE -04/06,13.75
5-Jun-15,10103,Conta Corrente Itau,40504,Balada,RSHOP-TRACKERS - -04/06,10
5-Jun-15,10103,Conta Corrente Itau,40504,Balada,RSHOP-TRACKERS - -04/06,60
5-Jun-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-VIANNA BAR -04/06,23
5-Jun-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-VIANNA BAR -05/06,60
5-Jun-15,10103,Conta Corrente Itau,40205,Almocos e Jantares,RSHOP-YAMA RESTAU-04/06,114.4
8-Jun-15,10103,Conta Corrente Itau,30301,Rendimento de Poupanca e Aplicacao,REND PAGO APLIC AUT MAIS,0.01
8-Jun-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,132.61
8-Jun-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-AUTO POSTO -08/06,107.5
8-Jun-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-AUTO POSTO -08/06,164.26
8-Jun-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-CENTRAL DE -07/06,45
8-Jun-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-CENTRAL DE -07/06,62.5
8-Jun-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-DONA BELLA -06/06,28
8-Jun-15,10103,Conta Corrente Itau,40201,Supermercado,RSHOP-PAO DE ACUC-06/06,88
8-Jun-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-RODOSNACK A-08/06,25.3
8-Jun-15,10103,Conta Corrente Itau,40504,Balada,RSHOP-VILA MIX -07/06,150
9-Jun-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-BAR DO BACA-09/06,20.4
9-Jun-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-BAR REBOUCA-09/06,11
9-Jun-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-CANECO 85 -09/06,6
9-Jun-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-CANECO 85 -09/06,12
9-Jun-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-CANECO 85 -09/06,27.76
9-Jun-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-PIN PIN LAN-09/06,8.25
10-Jun-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-BAR REBOUCA-10/06,20.5
10-Jun-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-BAR RESTAUR-10/06,22
10-Jun-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-CANTINHO DO-10/06,26.4
10-Jun-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-PARME -10/06,20
11-Jun-15,10103,Conta Corrente Itau,10101,Carteira,CXE 000489 SAQUE,100
11-Jun-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-BG BAR -12/06,24
11-Jun-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-BG BAR -12/06,30
11-Jun-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-BIBI SUCOS -11/06,30.2
11-Jun-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-PONTO XIS -11/06,18.5
12-Jun-15,40502,Bares & Bebidas,10103,Conta Corrente Itau,ESTORNOBG BAR RSHOP,24
12-Jun-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-CAFE E BAR -12/06,47.3
12-Jun-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-EMPADA BRAS-12/06,17
12-Jun-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-POSTO JOCKE-12/06,30
15-Jun-15,10103,Conta Corrente Itau,10105,Aplicaoes Automaticas Itau,APL APLIC AUT MAIS,2090.67
15-Jun-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-COMUNA -14/06,44
15-Jun-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-DUTRA 1 -14/06,169.99
15-Jun-15,10103,Conta Corrente Itau,40705,Outras Despesas,RSHOP-INACIO J VE-13/06,0.14
15-Jun-15,10103,Conta Corrente Itau,40708,Nao Classificado,RSHOP-INACIO J VE-13/06,14
15-Jun-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-LET S PARK -15/06,25
15-Jun-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-POSTO QUATR-13/06,50
15-Jun-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-RESTAURANTE-14/06,14.3
15-Jun-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-SAINT GERMA-15/06,16.65
15-Jun-15,10103,Conta Corrente Itau,40101,Aluguel,TBI 041366668-6 tokpag,450
15-Jun-15,30101,Salario,10103,Conta Corrente Itau,TBI 870519019-0 C/C,4000.00
16-Jun-15,10103,Conta Corrente Itau,40306,Estacionamento,RSHOP-ESTACIONAME-16/06,25
16-Jun-15,10103,Conta Corrente Itau,40202,Alimentacao Trabalho,RSHOP-HORTISABOR -16/06,13.9
16-Jun-15,10103,Conta Corrente Itau,40204,Lanches e Refeicoes,RSHOP-PANIFICADOR-16/06,18
16-Jun-15,10103,Conta Corrente Itau,40301,Combustivel & Oleo,RSHOP-POSTO DE SE-16/06,50
17-Jun-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,63.95
17-Jun-15,10103,Conta Corrente Itau,40205,Almocos e Jantares,RSHOP-MAKIS PLACE-17/06,29.05
17-Jun-15,10103,Conta Corrente Itau,40502,Bares & Bebidas,RSHOP-MERCEARIA S-17/06,45
17-Jun-15,10103,Conta Corrente Itau,40503,Conveniencia,RSHOP-VIOLETA -17/06,23
18-Jun-15,10103,Conta Corrente Itau,10101,Carteira,CXE 001263 SAQUE,100
18-Jun-15,10105,Aplicaoes Automaticas Itau,10103,Conta Corrente Itau,RES APLIC AUT MAIS,308.15
